epoch	batch	loss	probs	lr
1	0	1.9670311212539673	0.37993326783180237	0.001
1	1	3.318012237548828	0.5791326761245728	0.001
1	2	2.6030571460723877	0.3072728216648102	0.001
1	3	5.046056270599365	0.14709371328353882	0.001
1	4	7.203404903411865	0.03077416494488716	0.001
1	5	4.644690990447998	0.09185808151960373	0.001
1	6	4.079043865203857	0.07868208736181259	0.001
1	7	3.301943302154541	0.1560095101594925	0.001
1	8	3.3874504566192627	0.1403176188468933	0.001
1	9	3.481830596923828	0.12209606170654297	0.001
1	10	1.8584727048873901	0.3815096914768219	0.001
1	11	3.10400652885437	0.22499118745326996	0.001
1	12	3.0333707332611084	0.23571215569972992	0.001
1	13	1.607366919517517	0.506399929523468	0.001
1	14	3.2927169799804688	0.14043253660202026	0.001
1	15	2.726491689682007	0.24663305282592773	0.001
1	16	1.4534435272216797	0.6222056746482849	0.001
1	17	7.0305962562561035	0.09136112779378891	0.001
1	18	2.0280702114105225	0.3546522259712219	0.001
1	19	2.793781280517578	0.19882431626319885	0.001
1	20	2.85333251953125	0.18852603435516357	0.001
1	21	1.7249685525894165	0.4548790156841278	0.001
1	22	1.8080657720565796	0.4094439446926117	0.001
1	23	1.9175376892089844	0.43721896409988403	0.001
1	24	2.4481587409973145	0.5038825869560242	0.001
1	25	2.3091647624969482	0.6097474098205566	0.001
1	26	1.373559832572937	0.7535924315452576	0.001
1	27	1.63994300365448	0.48452529311180115	0.001
1	28	1.4048975706100464	0.7399179935455322	0.001
1	29	1.106561541557312	0.903576672077179	0.001
1	30	1.1612881422042847	0.7547664642333984	0.001
1	31	1.3066129684448242	0.8152484893798828	0.001
1	32	2.7409298419952393	0.42804113030433655	0.001
1	33	1.1533061265945435	0.7926915287971497	0.001
1	34	1.5138556957244873	0.9130625128746033	0.001
1	35	0.9817914962768555	0.9140257239341736	0.001
1	36	1.0501307249069214	0.7929309010505676	0.001
1	37	4.1244025230407715	0.31092485785484314	0.001
1	38	1.051519751548767	0.7650237083435059	0.001
1	39	0.9184888005256653	0.8937466740608215	0.001
1	40	1.0176873207092285	0.8561045527458191	0.001
1	41	0.7775993943214417	0.9820794463157654	0.001
1	42	1.2674509286880493	0.8203085064888	0.001
