epoch	loss	probs	lr
27	0.7276690247751977	0.9491196683574217	0.001
28	0.7253400739898037	0.9500780143449408	0.001
29	0.7232603856576333	0.9510277798807889	0.001
0	1.0027090690914213	0.8287486517367585	0.001
1	0.952868274610895	0.8533440133450563	0.001
2	0.9138116276531846	0.8689701295681362	0.001
3	0.8880267974780631	0.8795916645020401	0.001
4	0.875114791813292	0.8852381017232805	0.001
5	0.8637717033194343	0.889377677481821	0.001
6	0.8540787304180097	0.8935339041633309	0.001
7	0.846185363983552	0.8971894047382273	0.001
8	0.8383975981567945	0.9001021545614123	0.001
9	0.8313067127694738	0.9026884865729919	0.001
10	0.824212242958403	0.9061041339579136	0.001
11	0.8172661306687176	0.90911972695167	0.001
12	0.8098023378929801	0.9125211437464046	0.001
13	0.801742743223707	0.9159339137601464	0.001
14	0.7939707814926517	0.9192222842692506	0.001
15	0.787008971072386	0.9223238833904884	0.001
16	0.7817020426796399	0.9246786354119296	0.001
17	0.7747664259436766	0.9276545794619592	0.001
18	0.7712435788343672	0.9292522833738724	0.001
19	0.7673882790488901	0.9308887483465239	0.001
20	0.7629647323622282	0.9330594429492127	0.001
21	0.7583082048218036	0.9350820134060034	0.001
22	0.7545204079615745	0.9366552452832682	0.001
23	0.7506520666297853	0.9382968827284268	0.001
24	0.7470488949019675	0.939925435762949	0.001
25	0.743896833521857	0.9414004165012554	0.001
26	0.7417902749276989	0.9422898328000033	0.001
27	0.7390120913812974	0.9435874909978721	0.001
28	0.7366392045483666	0.9446130100266943	0.001
29	0.7342055445199186	0.9456389359036051	0.001
0	0.9910312924978029	0.8424044845944242	0.001
1	0.9009410921156098	0.8753710982095392	0.001
2	0.8595700321625758	0.8925333886772445	0.001
3	0.835494050939466	0.9018975265439928	0.001
4	0.8206203424868806	0.9081787786953189	0.001
5	0.8093085026493962	0.9126691194138584	0.001
6	0.7998669582503889	0.9168836133158886	0.001
7	0.7955648480224485	0.9187549150746721	0.001
8	0.7880691364707793	0.9219398061880519	0.001
9	0.7828028066170648	0.9241625003555278	0.001
10	0.7776460611365396	0.9264915813211557	0.001
11	0.7727424053021663	0.9287330612334357	0.001
12	0.769737605081226	0.9300464686880837	0.001
13	0.7697740167842628	0.9300331768836911	0.001
14	0.7664604867266456	0.931537641041843	0.001
15	0.7642393682557376	0.93227729956991	0.001
16	0.7618241630033616	0.9333917921507224	0.001
17	0.759229661509712	0.9343597101166664	0.001
18	0.756489173866014	0.935601921002872	0.001
19	0.7544624570737849	0.9364958977915463	0.001
20	0.7528630336096279	0.9371899522559719	0.001
21	0.7511598012158739	0.9378851147695807	0.001
22	0.7494923394256466	0.938608042296592	0.001
23	0.7479297523748689	0.9392818255681346	0.001
24	0.7459991891149412	0.9401012550116821	0.001
25	0.7447193285866818	0.9407543438264411	0.001
26	0.7434604641481178	0.941360629570276	0.001
27	0.742032809821347	0.9419900628867015	0.001
28	0.7407202151751591	0.9425024201939398	0.001
29	0.739550734636903	0.9429410510524361	0.001
0	1.0752794589712211	0.7910474496338652	0.001
1	0.9936814560636955	0.8294899782136932	0.001
2	0.9568350867389191	0.8463788638100517	0.001
3	0.9324825181012945	0.8574686343612757	0.001
4	0.9137855770983226	0.8659016013917528	0.001
5	0.8995224039017228	0.8720954327051091	0.001
6	0.8868105497782006	0.8770563884036441	0.001
7	0.8783464832665698	0.8802603443920458	0.001
8	0.8700113038976919	0.8843963597705464	0.001
9	0.8621061544807463	0.887603800369359	0.001
10	0.8554393547326958	0.8904087523343257	0.001
11	0.8476619828164269	0.89407377834842	0.001
12	0.8414714026493872	0.896742419976312	0.001
13	0.8344061625590596	0.8999277143225592	0.001
14	0.8279873520702072	0.9027647677017617	0.001
15	0.8205701471282256	0.9061762375100829	0.001
16	0.8138253971393862	0.9090145822751816	0.001
17	0.8071880565938006	0.9120749249007761	0.001
18	0.8012074782391937	0.9146512579350632	0.001
19	0.7957893965852693	0.9170025581870364	0.001
20	0.7904469491507193	0.9193982702146599	0.001
21	0.7866299346728085	0.9211844745646149	0.001
22	0.7826263951500624	0.9229310421215626	0.001
23	0.7789409287042259	0.9245742666913077	0.001
24	0.7749521126957137	0.9264275250193986	0.001
25	0.7710681092328121	0.9280855986209874	0.001
26	0.7672633406606248	0.9298695715637908	0.001
27	0.7642383686453655	0.9312721880292072	0.001
28	0.7610153471580121	0.9327676877877277	0.001
29	0.7581790765589794	0.9339573154872564	0.001
0	1.0177022064288046	0.8226591064522304	0.001
1	0.966553029001068	0.8442276227505096	0.001
2	0.9256001605888723	0.8618748649208451	0.001
3	0.9018417447033323	0.8726181672799155	0.001
4	0.8837168877606565	0.8804973385185776	0.001
5	0.8683297622800903	0.8864127111352581	0.001
6	0.8588064945600017	0.8908669784014354	0.001
7	0.848250595321927	0.8950441283960416	0.001
8	0.8401956484107773	0.898760673072603	0.001
9	0.8349283304548016	0.9011992310767347	0.001
10	0.8301196668263713	0.9031849747213956	0.001
11	0.824178730370879	0.9057832072538827	0.001
12	0.8189773813287972	0.9077446968396758	0.001
13	0.8134958688900438	0.9101742138296123	0.001
14	0.809434510883272	0.9118677286698205	0.001
15	0.804768217814401	0.9137314537279501	0.001
16	0.8012232895996177	0.9152819372484212	0.001
17	0.7976814128574312	0.9167339569563555	0.001
18	0.7940495169907199	0.9185643472754731	0.001
19	0.7911583450019668	0.9198587215780594	0.001
20	0.787613469143135	0.9213223380275399	0.001
21	0.7844026266293205	0.9228023685869382	0.001
22	0.781396298492833	0.9241152341488273	0.001
23	0.7785790238741765	0.9252676200282491	0.001
24	0.7759736517673947	0.9265427619620308	0.001
25	0.7735480313379007	0.9275940532178791	0.001
26	0.770997078547755	0.9286840667973505	0.001
27	0.7673778952293092	0.9302970484770465	0.001
28	0.7645258633008871	0.9315859340750279	0.001
29	0.7612682415413733	0.9329478534855373	0.001
0	1.0392234686742792	0.82293141660295	0.001
1	0.9487043024653598	0.8595183564282451	0.001
2	0.902966485225269	0.8768312524431522	0.001
3	0.8803994293503193	0.8853876604240175	0.001
4	0.8645591878520392	0.8924602010398331	0.001
5	0.8488917046054452	0.8991384088787184	0.001
6	0.8381825831975873	0.9036955975056753	0.001
7	0.8273975532212405	0.9076380491295318	0.001
8	0.8188268424590291	0.9115914966467131	0.001
9	0.8117906086185436	0.9146618287643621	0.001
10	0.8060478292093264	0.9170494683216722	0.001
11	0.800848808467697	0.919363599096864	0.001
12	0.7950435133985715	0.9214524156475219	0.001
13	0.7913646755352627	0.9230082348860431	0.001
14	0.787244450119493	0.9248706714991667	0.001
15	0.7835356285071744	0.926313015714365	0.001
16	0.7805159420946756	0.9275968973046576	0.001
17	0.7775302638112641	0.9288816023778833	0.001
18	0.7747483414722003	0.9300442009164619	0.001
19	0.7725208214836418	0.931134687742421	0.001
20	0.770418140157605	0.931921669650366	0.001
21	0.7676098971674592	0.9329083985278362	0.001
22	0.7651095353931316	0.9340384090824905	0.001
23	0.7631734138505858	0.9346791820951282	0.001
24	0.7603597727093672	0.9357498329661671	0.001
25	0.7573669745110572	0.9369867830019446	0.001
26	0.7538373089527539	0.9383335095395787	0.001
27	0.7508107214217535	0.9396437312401197	0.001
28	0.7480038107879166	0.9408352076687811	0.001
29	0.7456764519729351	0.9418126816010434	0.001
0	1.027962150969036	0.8200427077594816	0.001
1	0.9545465727853034	0.8507348800879069	0.001
2	0.9177088248503229	0.8667508185630429	0.001
3	0.8923886246940632	0.8761140490674602	0.001
4	0.8764750837044395	0.8825377847246555	0.001
5	0.8647644493555158	0.8873414423490436	0.001
6	0.8534101031604826	0.8916559401571442	0.001
7	0.846990193225868	0.8946850152174735	0.001
8	0.8387030580294976	0.898288648603425	0.001
9	0.8328478829848334	0.9005921466054077	0.001
10	0.8261396813886771	0.9032547243967743	0.001
11	0.819178641923351	0.906318460669954	0.001
12	0.8103815029702276	0.9100612527752074	0.001
13	0.8016917127578194	0.9140190422027575	0.001
14	0.7944129092499794	0.9172624626204964	0.001
15	0.7872644441076819	0.9205201545855697	0.001
16	0.7801121356319415	0.9237561293561732	0.001
17	0.7739500273523072	0.9265595166399757	0.001
18	0.7687215027283802	0.9289034210127187	0.001
19	0.7632064442869295	0.9314118347251353	0.001
20	0.7589152022376344	0.933369450522975	0.001
21	0.7557602439407353	0.9349361893931931	0.001
22	0.7516342904498433	0.9367308537080283	0.001
23	0.7496535159737541	0.9377348524983168	0.001
24	0.7466158272935937	0.9390281847474489	0.001
25	0.7443914397060277	0.9400446070064915	0.001
26	0.7412255088968667	0.9414588805982235	0.001
27	0.7390824241452002	0.9425297808494946	0.001
28	0.7362865758129629	0.9437215210168047	0.001
29	0.7330629910726827	0.9450925231031392	0.001
0	1.0414012892876265	0.8237880131741262	0.001
1	0.9474525224668374	0.8580989110346285	0.001
2	0.9043109584760584	0.8732518282990793	0.001
3	0.8784499888747467	0.8837157559672786	0.001
4	0.8637246183163144	0.8903140617466961	0.001
5	0.8491523482535993	0.8959504523168162	0.001
6	0.839857778356836	0.8997755166691908	0.001
7	0.8297519750236847	0.904223633901134	0.001
8	0.822990905298333	0.9068683200378012	0.001
9	0.8159093894489071	0.9096377593402418	0.001
10	0.8122408375445819	0.9119966621394434	0.001
11	0.8090771014363037	0.9131988622441193	0.001
12	0.8051086744496242	0.9149101382828937	0.001
13	0.8007104517926471	0.9166488759412666	0.001
14	0.7945970913289124	0.9192617762788796	0.001
15	0.7873567488488447	0.9225327252781916	0.001
16	0.7817307949175162	0.9250963046415591	0.001
17	0.7756021958730244	0.9277570529116524	0.001
18	0.7702728302985276	0.9300870986816374	0.001
19	0.7649832063233915	0.9323553923420955	0.001
20	0.7600376086266812	0.9344826138978413	0.001
21	0.7552438125653027	0.9365435645959875	0.001
22	0.7508774290189036	0.9384285978138729	0.001
23	0.7471940368542606	0.9400965556347926	0.001
24	0.7443658567339645	0.9413454362889028	0.001
25	0.7408954570520537	0.9429227484085019	0.001
26	0.7380175732349256	0.9441013825280588	0.001
27	0.7353125337889069	0.9453096810168553	0.001
28	0.732163113314104	0.946649947777931	0.001
29	0.7296122740999199	0.9478078026279473	0.001
0	1.036043609979857	0.8142766103225668	0.001
1	0.9813432183908057	0.8348118646620469	0.001
2	0.9413588864403891	0.8536076446374258	0.001
3	0.9175156313983888	0.8635298373090788	0.001
4	0.8950270576798236	0.8740626773994822	0.001
5	0.8813888520671502	0.8797467549127207	0.001
6	0.8675817044287766	0.8857298546328004	0.001
7	0.8535201957960821	0.8921173328794346	0.001
8	0.8435156527235375	0.8966530607771998	0.001
9	0.8321640061282123	0.9018389543257846	0.001
10	0.823350190779425	0.905781444377962	0.001
11	0.8151054378206454	0.9096239146507877	0.001
12	0.8077381330688145	0.9130893842116349	0.001
13	0.8016226857702085	0.9155909732634893	0.001
14	0.796851036173898	0.9177106378094931	0.001
15	0.791170909884989	0.9204152012967692	0.001
16	0.7857296303872908	0.9226244197353943	0.001
17	0.7812050955694986	0.9246796644241836	0.001
18	0.7768297484761725	0.9264832503925008	0.001
19	0.7728940924523408	0.9283547124405599	0.001
20	0.7697914280539644	0.9297774011871711	0.001
21	0.7663014990593878	0.9312365945433874	0.001
22	0.7634310942159147	0.9327179162949156	0.001
23	0.7605264139118796	0.9340092828416866	0.001
24	0.7577845086581967	0.935225968743853	0.001
25	0.7552463162130643	0.9364285317905494	0.001
26	0.7527294958125056	0.9375639124214935	0.001
27	0.7505937770152428	0.9384936951735036	0.001
28	0.7485493896517431	0.9394423049039792	0.001
29	0.7463775223400926	0.940416258470588	0.001
0	1.0391208430645997	0.8192597312630767	0.001
1	0.9467369424555586	0.8552023249586629	0.001
2	0.9019118643177606	0.8732129831594095	0.001
3	0.8699605617807319	0.8865959306146197	0.001
4	0.8504639377248102	0.8954694471828678	0.001
5	0.8323142768908453	0.9035067212911055	0.001
6	0.8178575049939639	0.9101554690953275	0.001
7	0.8034760915708048	0.9158621406848566	0.001
8	0.7927644769213429	0.9209711434996258	0.001
9	0.7847714643404273	0.9244938634837847	0.001
10	0.7746080028185348	0.9291400333872618	0.001
11	0.7682516628647921	0.9320367158025452	0.001
12	0.762266796083743	0.9350145364387333	0.001
13	0.755712388445941	0.9379236065264899	0.001
14	0.751140825077248	0.940061843539355	0.001
15	0.7466733216505903	0.9423189773730972	0.001
16	0.7432531921902069	0.9438976599780643	0.001
17	0.7395670524464302	0.9454378527286208	0.001
18	0.7361305738165101	0.9470639578695352	0.001
19	0.7322125000348363	0.9486019565728662	0.001
20	0.7290912347606986	0.9500293247778563	0.001
21	0.726001518883348	0.9514151346596468	0.001
22	0.722795832060457	0.9527838510431988	0.001
23	0.7204143407534235	0.9540041933135356	0.001
24	0.7193125332328322	0.9546240197006285	0.001
25	0.7175701611804126	0.9553496407091784	0.001
26	0.7154985354239962	0.9562731093727589	0.001
27	0.7139243366076803	0.9568688847692608	0.001
28	0.7123821717469804	0.9575436899965313	0.001
29	0.7103507618212329	0.9584794403306355	0.001
0	1.047791531820989	0.8101901948606413	0.001
1	0.970056750845415	0.8410012415113227	0.001
2	0.9283762623094318	0.8600681740436735	0.001
3	0.897766927865194	0.8718254642435614	0.001
4	0.8804639991392126	0.8799128307734129	0.001
5	0.8623183969543388	0.8884302704934424	0.001
6	0.8487754846881003	0.8940731264612217	0.001
7	0.8377634212567707	0.8991336296819189	0.001
8	0.8265099735286089	0.9040753185045602	0.001
9	0.8144749974802986	0.9093532943895444	0.001
10	0.8026328618746572	0.9143279558341569	0.001
11	0.795915246331527	0.9175762229105249	0.001
12	0.790230811818181	0.9202041919664256	0.001
13	0.7832055063511512	0.9235069944263387	0.001
14	0.7775226797979319	0.9262585719889721	0.001
15	0.7725014676450911	0.9285836921367853	0.001
16	0.7680494235678077	0.9305136005250247	0.001
17	0.7636819426345633	0.9324994775786712	0.001
18	0.7595581549095594	0.9342891095093885	0.001
19	0.7561019716253552	0.9360051593439258	0.001
20	0.7526339139065976	0.9374205553286051	0.001
21	0.7491106629666437	0.9391719250572609	0.001
22	0.7468217820983181	0.9400266507175974	0.001
23	0.7439007685939574	0.9413140102069252	0.001
24	0.7413572192006779	0.9423796006527589	0.001
25	0.7390996705267048	0.9433921894029632	0.001
26	0.7368716097420224	0.9442976036751894	0.001
27	0.7347671317279912	0.9451937363858712	0.001
28	0.7326217802833485	0.9462529491644491	0.001
29	0.7309028926651301	0.9469490153415833	0.001
0	1.001120836469176	0.8426562643421747	0.001
1	0.9257077841097827	0.8679293722223124	0.001
2	0.8858278410731202	0.8826963119144473	0.001
3	0.8591747011004952	0.8933178497565225	0.001
4	0.8404947479462994	0.9015030665409998	0.001
5	0.827304940123838	0.9066308323480511	0.001
6	0.8178565212526117	0.9108143993477571	0.001
7	0.8084424322403465	0.9148830159958162	0.001
8	0.8023211347796001	0.9176980488658569	0.001
9	0.7971821426573195	0.9195443975338664	0.001
10	0.7921914155759511	0.9216368572924196	0.001
11	0.7876343107516901	0.9234961718964247	0.001
12	0.7834796296523928	0.9252157493766535	0.001
13	0.7802779618609313	0.9263267209470757	0.001
14	0.7765756322415176	0.927792906400865	0.001
15	0.7731917031167239	0.9290597326764016	0.001
16	0.7709219981369831	0.930008495691454	0.001
17	0.7689840718717773	0.930669386332311	0.001
18	0.7663668865383175	0.9316378733443408	0.001
19	0.764409829120253	0.9324651143788674	0.001
20	0.7626172818947567	0.9331530071087246	0.001
21	0.7609726040151621	0.933786849494369	0.001
22	0.759206635809933	0.9344467148906505	0.001
23	0.7580507654690269	0.93486463599589	0.001
24	0.7564642996429779	0.9355965979111627	0.001
25	0.7549957114477089	0.9362156070611447	0.001
26	0.7532636322791689	0.9368663243885074	0.001
27	0.751699181975346	0.9375400080515842	0.001
28	0.7501612752010424	0.9381377964184202	0.001
29	0.7483687274248078	0.9387591456141908	0.001
0	1.0722147810026772	0.7938817282414807	0.001
1	0.9830499606428986	0.8319052768958047	0.001
2	0.9359097972846814	0.8507728739826584	0.001
3	0.908027771763851	0.8643433207288925	0.001
4	0.8866577034169528	0.8742291030797316	0.001
5	0.8709824270020289	0.8814281053287789	0.001
6	0.8527448604408676	0.8893467006332163	0.001
7	0.8372558184701544	0.8964235523204112	0.001
8	0.8237620527948809	0.9030625798884794	0.001
9	0.8139300832785473	0.9076939685048216	0.001
10	0.8048067253207576	0.9118986168785922	0.001
11	0.7947754622380763	0.9165430781343028	0.001
12	0.7867549020914311	0.9200250595130973	0.001
13	0.7807137355770913	0.9229143917957647	0.001
14	0.7745282532019936	0.9258762207982454	0.001
15	0.7690733847994878	0.9285131721260326	0.001
16	0.764565080268032	0.9305266167597231	0.001
17	0.7600410722697954	0.9328572801048891	0.001
18	0.7560152298005621	0.9347481375124853	0.001
19	0.7516572346341425	0.936767482935147	0.001
20	0.747986168676678	0.9383709418708943	0.001
21	0.7445430207297423	0.9398952677768747	0.001
22	0.7417702828476251	0.941216316516401	0.001
23	0.739022822847947	0.9423802297221359	0.001
24	0.736127989131552	0.9436528887402826	0.001
25	0.7337797953698587	0.9447000109968835	0.001
26	0.731437388193445	0.9458404642289762	0.001
27	0.7290606053448182	0.9468907370314079	0.001
28	0.7269953922307851	0.9479167368106594	0.001
29	0.725615054873399	0.948572273421164	0.001
0	1.0476325163569475	0.8156213905527184	0.001
1	0.9601357894240266	0.8484504018268437	0.001
2	0.913678661220432	0.8661503175688531	0.001
3	0.8941273455329509	0.8744935118858679	0.001
4	0.8741721302116473	0.8833653478733616	0.001
5	0.8579629848555168	0.8902167680195576	0.001
6	0.8440846307995935	0.8959130654945627	0.001
7	0.8319238182639829	0.9014354122155998	0.001
8	0.820054904235528	0.9064986994538282	0.001
9	0.8065374852770968	0.9123390360045309	0.001
10	0.793876187087116	0.9179697431908201	0.001
11	0.7861463914726682	0.9212567779993146	0.001
12	0.7782430286044474	0.9249002675745961	0.001
13	0.7696738958049932	0.9286945650614605	0.001
14	0.7617932634444229	0.9321000538341739	0.001
15	0.7556938956361361	0.9350103353454196	0.001
16	0.7516591101294428	0.936866299848446	0.001
17	0.7460521765666648	0.939322642016905	0.001
18	0.7411550528222285	0.9415386792974313	0.001
19	0.7363098931436094	0.9437029026178498	0.001
20	0.7317307027010397	0.9456697234453285	0.001
21	0.7275985563862621	0.9475176188528004	0.001
22	0.7240234516874899	0.9491100444077211	0.001
23	0.7211511085430781	0.9503034013218933	0.001
24	0.7196244958521789	0.9509693768296217	0.001
25	0.7168116555265241	0.9521804364103394	0.001
26	0.713722994370553	0.953524162452021	0.001
27	0.7109268766081307	0.9547238054262718	0.001
28	0.7082223353033218	0.9558422576375831	0.001
29	0.7055220695151361	0.9570208538638907	0.001
0	1.0553576810372307	0.8017778002845191	0.001
1	0.9630799585364643	0.8421287248634921	0.001
2	0.9139624556111549	0.8663897473165614	0.001
3	0.8962068015738472	0.8718398553488168	0.001
4	0.875213666036339	0.8820612326804838	0.001
5	0.856774641081871	0.890361598736264	0.001
6	0.8389168135066283	0.8984275922168192	0.001
7	0.8228945983815069	0.905461352916888	0.001
8	0.8110355040981774	0.9108169594062219	0.001
9	0.8008285712084005	0.9153800273497488	0.001
10	0.7904858340421939	0.9200406213919621	0.001
11	0.782732829503033	0.923282375813354	0.001
12	0.7761527836774155	0.9262552840056862	0.001
13	0.7714851759567162	0.9283180708668128	0.001
14	0.7651408191377841	0.9311856004652376	0.001
15	0.7599101056552304	0.9334574238122127	0.001
16	0.7557479732285837	0.9353082264497926	0.001
17	0.752212624424274	0.9368410327685723	0.001
18	0.7484043058498633	0.9386251240700507	0.001
19	0.7457422157180124	0.9397522934282999	0.001
20	0.7422706548914096	0.9412233744348798	0.001
21	0.7389755697532245	0.9426817486253034	0.001
22	0.7358207449662736	0.9440868593371379	0.001
23	0.7331170071437569	0.9452252759821778	0.001
24	0.7303163787120365	0.9464489984697628	0.001
25	0.7283730591944653	0.9473015231504627	0.001
26	0.7260289926420038	0.9483342624241367	0.001
27	0.7241540174630727	0.9491752564333528	0.001
28	0.7224304428138072	0.9499121809327349	0.001
29	0.7201881717111986	0.9509090434599005	0.001
0	0.9838507610899179	0.8406818729917003	0.001
1	0.9221613578536968	0.8672772867537533	0.001
2	0.8937506537775096	0.8773668205593946	0.001
3	0.8736333278794363	0.8860126714477885	0.001
4	0.8556880972545999	0.8944106796862548	0.001
5	0.8454372597173088	0.8992601775906864	0.001
6	0.8362226430616231	0.9029425082164372	0.001
7	0.8290488200329746	0.9054728858944975	0.001
8	0.8222549333267674	0.9082000857464665	0.001
9	0.8159883698033545	0.9107169491021744	0.001
10	0.8116112303408148	0.9124332978317775	0.001
11	0.8082707619780292	0.9143988990027052	0.001
12	0.8066320904415887	0.9147271799965179	0.001
13	0.8036066147462251	0.9160485755483986	0.001
14	0.801587450154293	0.9165551538191516	0.001
15	0.7990997114986027	0.9175695578900643	0.001
16	0.7974316178934853	0.9184626504819737	0.001
17	0.7949214246709524	0.9195817605510277	0.001
18	0.7933037712751503	0.9202757372025868	0.001
19	0.7913420993583807	0.9212088044057238	0.001
20	0.789654615129508	0.9220253181051625	0.001
21	0.7869993103347855	0.9231568180933574	0.001
22	0.7851322558608832	0.9238570449614906	0.001
23	0.7837666442974861	0.9244642903664775	0.001
24	0.7811369249240104	0.9254955637454987	0.001
25	0.7794189551951354	0.9264092523947614	0.001
26	0.7776859827815765	0.9271652946669363	0.001
27	0.7752609429515617	0.9282111924701404	0.001
28	0.7725501882831859	0.9294537344915176	0.001
29	0.770290075219357	0.9305975782696241	0.001
0	1.0619085659634881	0.8019442173020209	0.001
1	0.9769918804341647	0.8357876049345021	0.001
2	0.9322515133131354	0.8569848446082163	0.001
3	0.9099752774047111	0.86782323594152	0.001
4	0.8930427548181208	0.8748292513616345	0.001
5	0.8786192920850349	0.8810732974212404	0.001
6	0.8648782066730638	0.8874886467733002	0.001
7	0.8560284113636907	0.8913420331350725	0.001
8	0.8479026487385602	0.8949589980406946	0.001
9	0.8404621337979569	0.8983326732417463	0.001
10	0.8333527289411677	0.9015913578947928	0.001
11	0.8263603678433182	0.9047828868147314	0.001
12	0.8205288236195369	0.907173604764944	0.001
13	0.8235221901352895	0.9057508582686337	0.001
14	0.8195505490574811	0.9074565983858339	0.001
15	0.8138855198118353	0.9099992215295607	0.001
16	0.8072511563755979	0.9128230182645307	0.001
