round	epoch	loss	probs	lr
0	0	0.926801902796938	0.8620662536336968	0.001
0	1	0.878980379416535	0.8851223879836384	0.001
0	2	0.8527164524598031	0.8957017480503504	0.001
0	3	0.8345149741194409	0.9040409297600311	0.001
0	0	1.0077279548262068	0.8192624057512827	0.001
0	1	0.9444646280200988	0.8493900122265742	0.001
0	2	0.9056106272036135	0.8679571694763625	0.001
0	3	0.8769347651866434	0.8810776671674585	0.001
0	0	1.0384376360962428	0.8069640095369803	0.001
0	1	0.9672694440950383	0.8410064884572449	0.001
0	2	0.9349712962107749	0.856880999908546	0.001
0	3	0.9070281699068188	0.8682863466403027	0.001
0	0	1.0330842909417621	0.8174443447219275	0.001
0	1	0.9744637548305828	0.8410528899011217	0.001
0	2	0.9471869521190466	0.8528118345609806	0.001
0	3	0.9446518125466115	0.8542508308828803	0.001
0	0	1.0256716917833515	0.815048662723655	0.001
0	1	0.9586537736685165	0.8488108113871338	0.001
0	2	0.919779238923226	0.86601219402179	0.001
0	3	0.8951040187493507	0.8747478732211911	0.001
1	0	0.8621435915867899	0.8961051186749355	0.001
1	1	0.8457192316882969	0.8984190429430552	0.001
1	2	0.8329995189100143	0.9032757068648034	0.001
1	3	0.8234568491500894	0.9075527695716972	0.001
1	0	0.8693641899780906	0.8864932614595779	0.001
1	1	0.8534958323975301	0.8909889736787026	0.001
1	2	0.8422613771880023	0.8958569108307465	0.001
1	3	0.8257403098085384	0.9026022426822643	0.001
1	0	0.850889386908378	0.8890588538325512	0.001
1	1	0.8361811766043846	0.8995867326778452	0.001
1	2	0.8296702844903053	0.9026339426250656	0.001
1	3	0.8239769250000079	0.9057911534074674	0.001
1	0	0.8984819533293729	0.8722685813286144	0.001
1	1	0.8880616622576442	0.8794183185217912	0.001
1	2	0.8589459725612186	0.8924030821661052	0.001
1	3	0.8362481142418372	0.901959854086446	0.001
1	0	0.8516464159278672	0.8972176243912988	0.001
1	1	0.8450694660139825	0.8981917793114569	0.001
1	2	0.8335143886699578	0.9011401255101944	0.001
1	3	0.8238351083326834	0.9057958499755266	0.001
2	0	0.8250814461646302	0.9118319820863595	0.001
2	1	0.7917403439011599	0.9263301232318186	0.001
2	2	0.7574271485080785	0.93898739067384	0.001
2	3	0.7450265921073257	0.945104757237002	0.001
2	0	0.8198240146118124	0.9140123694054203	0.001
2	1	0.7773238639757423	0.9295491342254253	0.001
2	2	0.7506153197486166	0.9397053625402467	0.001
2	3	0.7335160851015328	0.9466998958911921	0.001
2	0	0.757557691687747	0.9323943698962118	0.001
2	1	0.7626234504534173	0.9338831137190211	0.001
2	2	0.7538732515715565	0.938683410022337	0.001
2	3	0.7457116234642236	0.9421988742648011	0.001
2	0	0.9318934935362228	0.866620153651954	0.001
2	1	0.8673480593169909	0.8897931827473516	0.001
2	2	0.8332433891008143	0.9042510932282463	0.001
2	3	0.8109933268375348	0.9135916577796862	0.001
2	0	0.7968779369957089	0.9191703322329052	0.001
2	1	0.7823080358727609	0.9266719895323323	0.001
2	2	0.7687432238886805	0.9319154713849741	0.001
2	3	0.7547425660135832	0.9379181564626299	0.001
3	0	0.7598581366588415	0.9352909130444799	0.001
3	1	0.7553616822383564	0.9376121809599931	0.001
3	2	0.7630501998932662	0.9347811666589121	0.001
3	3	0.7561500855369271	0.9378333601695268	0.001
3	0	0.7885241947025833	0.936779623822227	0.001
3	1	0.7510261930949947	0.9452929453528607	0.001
3	2	0.7370339793656568	0.9487534017657575	0.001
3	3	0.7254421673136054	0.9530932925680141	0.001
3	0	0.7427560347349532	0.9422020289873212	0.001
3	1	0.7256710791834895	0.9496532837652789	0.001
3	2	0.7228492063973646	0.9510923351751502	0.001
3	3	0.718207200805758	0.9528851750369517	0.001
3	0	0.7193862054632117	0.9521878417291789	0.001
3	1	0.7122502496823128	0.9538947633356628	0.001
3	2	0.7044729548208866	0.9580463715579638	0.001
3	3	0.6982896089399416	0.9601636945892492	0.001
3	0	0.7729794173043009	0.9358599097926382	0.001
3	1	0.7653277261578357	0.9357015989296177	0.001
3	2	0.7539091435532908	0.9403084721384065	0.001
3	3	0.7441517422699557	0.9434003434650639	0.001
4	0	0.7394397095077396	0.9424882162111411	0.001
4	1	0.7368690039518584	0.9440369592892691	0.001
4	2	0.7375790996666811	0.9441685758415281	0.001
4	3	0.7384460095142453	0.9445473767932833	0.001
4	0	0.7315566261815284	0.9456245208960123	0.001
4	1	0.7280507798021939	0.9471377579041713	0.001
4	2	0.7239242598594573	0.9501660729731097	0.001
4	3	0.7151312724605126	0.9534306443957468	0.001
4	0	0.7462218391462929	0.9451408165415334	0.001
4	1	0.7209357571416568	0.9562615590855248	0.001
4	2	0.706589154628892	0.9603849263903597	0.001
4	3	0.6989844908522819	0.9634508102977831	0.001
4	0	0.7025806372647458	0.9651105513535633	0.001
4	1	0.6975975272877847	0.965422160035588	0.001
4	2	0.690940384831865	0.9680671554978854	0.001
4	3	0.6875619025891309	0.9692710411054483	0.001
4	0	0.7428266856954505	0.942828878065465	0.001
4	1	0.7345616315621786	0.9473897576177676	0.001
4	2	0.727193869663232	0.9497136081438609	0.001
4	3	0.7242787594622281	0.9509715000891314	0.001
5	0	0.7578734622718138	0.9387197556273307	0.001
5	1	0.7373710146530922	0.9479405276979189	0.001
5	2	0.7303625505822928	0.9504309476245458	0.001
5	3	0.7247330056879805	0.9522395464808829	0.001
5	0	0.7080719554362519	0.959423658915752	0.001
5	1	0.6979381655164333	0.962584779284161	0.001
5	2	0.6979408588434131	0.9629937872573707	0.001
5	3	0.6934247183676211	0.964700309646562	0.001
5	0	0.7332535911100516	0.9496145379666837	0.001
5	1	0.730462205842369	0.9498328074735681	0.001
5	2	0.7252972971178295	0.9511138337160845	0.001
5	3	0.7190307876761095	0.9540832490887049	0.001
5	0	0.7189261700205235	0.9509056139486441	0.001
5	1	0.7170529150901063	0.9540087985251234	0.001
5	2	0.7211439285253614	0.9516825622948134	0.001
5	3	0.7108102471717281	0.9557388027637733	0.001
5	0	0.7207622398366582	0.9507827930191021	0.001
5	1	0.7181801524186999	0.9521033476671407	0.001
5	2	0.7220836797526463	0.9506072408691795	0.001
5	3	0.718709196914663	0.9520968051694836	0.001
6	0	0.6830205370725128	0.969161572542833	0.001
6	1	0.6797671988220413	0.9698029116490962	0.001
6	2	0.6763763502883582	0.9708321133631704	0.001
6	3	0.6763689236937409	0.9714010178347944	0.001
6	0	0.7409076446696267	0.9459373021372859	0.001
6	1	0.7298290536502482	0.9527540231615769	0.001
6	2	0.7215563820639629	0.9560141724523074	0.001
6	3	0.710780965386277	0.9595065521838751	0.001
6	0	0.6890961046045926	0.9656985346517415	0.001
6	1	0.6899987063877323	0.9643154243113463	0.001
6	2	0.688899055046121	0.9661556143628912	0.001
6	3	0.6879539384743093	0.9660643498977849	0.001
6	0	0.753666899364847	0.9392883953652851	0.001
6	1	0.7485695660423121	0.9410751602501449	0.001
6	2	0.7441910900600216	0.9424426409452896	0.001
6	3	0.7363022849967442	0.9459728744131913	0.001
6	0	0.6921603613258026	0.9668452480296397	0.001
6	1	0.697497089060477	0.963390286336291	0.001
6	2	0.6895465749430121	0.9664686346918808	0.001
6	3	0.6877115051131792	0.9672117541722683	0.001
7	0	0.684778957478123	0.9662458013376424	0.001
7	1	0.6799762412674069	0.9683957397937775	0.001
7	2	0.6802303420447315	0.9681718567698319	0.001
7	3	0.6764897855452305	0.9703014570196675	0.001
7	0	0.6848064735145767	0.9690031651697011	0.001
