round	epoch	loss	probs	lr
0	0	0.8565059475639324	0.8919444445501338	0.001
0	1	0.8086023379329572	0.9129674663197809	0.001
0	2	0.7873606696750628	0.9219081038432212	0.001
0	3	0.774197715590346	0.9279207040994896	0.001
0	0	0.8349694530889777	0.8993877067467092	0.001
0	1	0.7892686898380982	0.920117430813572	0.001
0	2	0.7677358268970859	0.9305844862844043	0.001
0	3	0.7550909052472659	0.9356498092104116	0.001
0	0	0.8766294736318637	0.8817159254007388	0.001
0	1	0.820453656615371	0.9068080482550853	0.001
0	2	0.7957463951102605	0.9180725762469369	0.001
0	3	0.7800938085570854	0.9244065336458424	0.001
0	0	0.8284268564510839	0.9011996888743781	0.001
0	1	0.7914020714055688	0.9181490037107715	0.001
0	2	0.7725282720127665	0.9261506422710748	0.001
0	3	0.7593323807642249	0.9323027203428931	0.001
0	0	0.8576612497240769	0.897679250938287	0.001
0	1	0.8072710089732946	0.9177153599231355	0.001
0	2	0.7820509417892944	0.9269333006701527	0.001
0	3	0.7645686962135098	0.9336318426181616	0.001
1	0	0.9263198638209407	0.8620652877605023	0.001
1	1	0.8543294157080082	0.8934721620126092	0.001
1	2	0.8231898591514284	0.9077955693881541	0.001
1	3	0.8038242969642649	0.9172973510437679	0.001
1	0	0.9638214173094596	0.8492023407486436	0.001
1	1	0.9046552139551528	0.8733122385845283	0.001
1	2	0.8677757636664857	0.8892634699381695	0.001
1	3	0.8515625194564385	0.8947882212582647	0.001
1	0	0.7395594052082516	0.9419293406713812	0.001
1	1	0.7332641395880151	0.9437431623589807	0.001
1	2	0.7271204056517447	0.9460326733263869	0.001
1	3	0.7275555062788138	0.9468054306630643	0.001
1	0	0.7171584466578429	0.9501390538993895	0.001
1	1	0.7129410636548551	0.9520504812811322	0.001
1	2	0.7088383871656625	0.9547407803654877	0.001
1	3	0.706664351756091	0.9560854692842059	0.001
1	0	0.7049319277773249	0.9570631939203628	0.001
1	1	0.7024483886098615	0.9577653556290068	0.001
1	2	0.7023171402629793	0.9584941393044328	0.001
1	3	0.7003498898114565	0.9592924849202595	0.001
2	0	0.7255091537465703	0.9482394500099933	0.001
2	1	0.7165715081395263	0.9505836821590681	0.001
2	2	0.6940877074198814	0.9605003885139867	0.001
2	3	0.677268105081326	0.9685159242600975	0.001
2	0	0.9728604740429418	0.8552872570993987	0.001
2	1	0.8879317954723082	0.8855937104768704	0.001
2	2	0.8397379063571673	0.9031030843500852	0.001
2	3	0.8032925221586474	0.917673545952288	0.001
2	0	0.7245680915259327	0.9463135737520425	0.001
2	1	0.7165187478374323	0.952352820205565	0.001
2	2	0.7070981249702203	0.9559394092345691	0.001
