round	epoch	loss	probs	lr
16	0	0.7197898339113423	0.9584121330414411	0.001
16	1	0.7007581278141298	0.9616654163969613	0.001
25	0	0.6880922746781858	0.9685615977475063	0.001
25	1	0.6863773866638618	0.9671633318452637	0.001
28	0	0.6826709277271606	0.9678724598081618	0.001
28	1	0.6720863001643067	0.9729068388129763	0.001
31	0	0.6613039079416602	0.9715767105935151	0.0001
31	1	0.662633235049989	0.9734486941383292	0.0001
39	0	0.6548009394364036	0.97972919039158	0.0001
39	1	0.6519399323920512	0.9800330371127846	0.0001
