round	epoch	loss	probs	lr
5	0	0.7882636260492196	0.9206571163599973	0.001
5	1	0.7779134150613775	0.9247624547524773	0.001
18	0	0.6811273471679095	0.969495705989976	0.001
18	1	0.6893017962188919	0.9662234183265755	0.001
21	0	0.6742264313401336	0.969708268197707	0.001
21	1	0.6718421054936443	0.9721279473965649	0.001
35	0	0.6547359515348247	0.9794887548283592	0.0001
35	1	0.653994578308392	0.979154747848066	0.0001
37	0	0.6569716164485161	0.9814818214258382	0.0001
37	1	0.654076486825943	0.981600925017515	0.0001
