round	epoch	loss	probs	lr
2	0	0.8881754442817806	0.8761306831256096	0.001
2	1	0.8675199378030906	0.8890020221162954	0.001
8	0	0.84084605738289	0.9029692542676481	0.001
8	1	0.8313096341691486	0.904285100573394	0.001
23	0	0.7373028011519674	0.947629877322696	0.001
23	1	0.7141794238065808	0.9563891500852268	0.001
31	0	0.6926940086592047	0.9597700491470377	0.0001
31	1	0.6873293559168286	0.9623189212590302	0.0001
32	0	0.6915125365084317	0.9627584654432504	0.0001
32	1	0.6882103658401905	0.9652212481424598	0.0001
34	0	0.6851339979492939	0.967507471846793	0.0001
34	1	0.681781894339181	0.9677803206783502	0.0001
