round	epoch	loss	probs	lr
1	0	0.8510427996902268	0.8931999357870823	0.001
1	1	0.8171246454814555	0.908529117857854	0.001
9	0	0.7494193179619745	0.9374489456878425	0.001
9	1	0.7471503470228126	0.936646604090157	0.001
15	0	0.6981324893205277	0.9613232263629301	0.001
15	1	0.6932431796054148	0.9634548204087223	0.001
21	0	0.673144930076105	0.9722975730278332	0.001
21	1	0.6765166565853079	0.9706757147386285	0.001
27	0	0.6665953737466447	0.9734473036978529	0.001
27	1	0.6649599191129516	0.9746268888829286	0.001
28	0	0.6876232343016511	0.9662223268358201	0.001
28	1	0.6762269724527171	0.9705416914558164	0.001
