round	epoch	loss	probs	lr
9	0	0.7593664252078595	0.9351437306465881	0.001
9	1	0.7458226305524303	0.941252718240486	0.001
11	0	0.7281427747845032	0.9488499610844053	0.001
11	1	0.7207408850057138	0.9510878438776639	0.001
19	0	0.7211146434971706	0.9563883095207609	0.001
19	1	0.7160526977301879	0.9560877371946147	0.001
21	0	0.7397440783100425	0.9518525666832306	0.001
21	1	0.7184044221522277	0.9584328045807972	0.001
26	0	0.7153600401828943	0.9622079978643922	0.001
26	1	0.7107231034824886	0.9617396863322184	0.001
28	0	0.7557045462217973	0.9416757111722324	0.001
28	1	0.7208878873543418	0.953154768814077	0.001
