round	epoch	loss	probs	lr
3	0	0.8425656112364537	0.9074158331890798	0.001
3	1	0.8329185865085977	0.9090437656702773	0.001
14	0	0.7526313396933165	0.9438955425598461	0.001
14	1	0.7237199708587765	0.9529328906011088	0.001
22	0	0.7218821660224638	0.9539349083764566	0.001
22	1	0.7191075966765843	0.9554439539890833	0.001
30	0	0.7008370321649344	0.9630927055919726	0.0001
30	1	0.6961978601359333	0.9645983193050395	0.0001
34	0	0.6893355531396026	0.9722745721204293	0.0001
34	1	0.6865437446171756	0.970886963636764	0.0001
35	0	0.6901070037036362	0.971659202340971	0.0001
35	1	0.6879397428406335	0.9703602336076875	0.0001
